Person,FuD-ID,Feld,VIAF-Nummer
"Maurice, Charles",4653,viaf,http://viaf.org/viaf/47194559
"Maurice, Christian",5284,viaf,
"Maurieu, Justin",4512,viaf,
"Maurin, (Antoine oder Nicolas-Eustache ?, Lihograph)",6552,viaf,http://viaf.org/viaf/61728556
"Maury, Jean-Sifrein, Kardinal",2006,viaf,http://viaf.org/viaf/34475151
"Maution, Monsieur de",4074,viaf,
"Mauvein, Justin",2484,viaf,
"Maximilian I. Joseph, König von Bayern",2568,viaf,http://viaf.org/viaf/5723155
"Mayer, Herr (Buchhändler in Aachen)",5870,viaf,
"Mazères, Edouard",5300,viaf,http://viaf.org/viaf/7651252
"Mazois, Jenny-Malvina, geb. Pineux-Duval (Tochter des Alexandre Duval)",2566,viaf,
"Méchin, Alexandre-Edme, baron",6671,viaf,http://viaf.org/viaf/37054092
"Méchin, Edmond",3773,viaf,
"Méchin, Lucien",3781,viaf,
"Méchin, Madame",5573,viaf,
"Mecklenburg-Strelitz, Georg Großherzog von",6637,viaf,http://viaf.org/viaf/77121336
"Mecklenburg-Strelitz, Karl Herzog von (Bruder der Therese von Thurn und Taxis)",3183,viaf,
"Meer, Madame de",5813,viaf,
"Meer, Mademoiselle de",5815,viaf,
"Méhul, Etienne-Nicolas",3152,viaf,http://viaf.org/viaf/61660163
"Méhul, Monsieur (Sohn des Komponisten)",5299,viaf,
"Mélingue, Étienne",3791,viaf,http://viaf.org/viaf/88555434
"Mély-Janin, Jean-Marie Janin, genannt",4638,viaf,http://viaf.org/viaf/5191946
"Ménageot, François-Guillaume",2320,viaf,http://viaf.org/viaf/22407226
"Ménard, Madame",3585,viaf,
"Ménard, Mademoiselle (Pauline?), verh. Granger",5911,viaf,
"Ménard, Monsieur (Notar in Paris?)",3925,viaf,
"Méneval, Claude François de",2008,viaf,http://viaf.org/viaf/56643738
"Menge, Dr. (Lehrer am Gymnasium zu Aachen)",6214,viaf,
"Mengelbier, Ida, (verh. Dahmen?)",2009,viaf,
"Mennechet, Édouard",6471,viaf,http://viaf.org/viaf/88064196
"Menselli, Madame",3799,viaf,
"Menselli, Monsieur",3798,viaf,
"Mentelle, Edme",2010,viaf,http://viaf.org/viaf/76326269
"Mentelle, Léone, geb. Vincent",2239,viaf,
"Mentelle, Madame (zweite Frau des Edme Mentelle, geb. de La Noue)",4412,viaf,
"Mentelle, Virginie",2616,viaf,
"Menuret de Chambaud, Jean Joseph",2554,viaf,http://viaf.org/viaf/20734367
"Mequignon, Monsieur (Buchhändler, ältester Sohn, Antoine Marie Denis?)",5357,viaf,
"Mérande, Madame de",3491,viaf,
"Mérande, Monsieur de",2282,viaf,
"Mercier, Louis-Sébastien",2011,viaf,http://viaf.org/viaf/36921956
"Mercoeur, Élisa",5592,viaf,http://viaf.org/viaf/2518373
Mercure Français,3506,viaf,http://viaf.org/viaf/218306736
"Méreaux, Jean-Nicolas Lefroid de",5042,viaf,http://viaf.org/viaf/37069585
"Méricourt, Elise de",5482,viaf,
"Méricourt, Françoise de",2333,viaf,
"Merle, Pierre Hugues Victoire, baron de l'Empire",2012,viaf,http://viaf.org/viaf/56879673
"Merlin, Antoine, genannt: Merlin der Thionville",5997,viaf,http://viaf.org/viaf/309678043
"Merlin, Madame (Tochter des Gohier)",6147,viaf,
"Merlin, Philippe Antoine, gen. Merlin de Douai",2013,viaf,http://viaf.org/viaf/27143563
"Merville, eigentl. Pierre-François Camus",4686,viaf,http://viaf.org/viaf/22322753
"Méry, Joseph",6163,viaf,http://viaf.org/viaf/79031318
"Metastasio, Pietro",2990,viaf,http://viaf.org/viaf/64192672
"Metaxa, Marini",4035,viaf,
"Metternich, Fräulein von",5421,viaf,
"Metternich, Klemens Wenzel Lothar Graf von, später Fürst von",3092,viaf,http://viaf.org/viaf/89884352
"Metz, Monsieur",4391,viaf,
"Meunier, Monsieur",6076,viaf,
"Meyendorf, Frau von",4859,viaf,
"Meyer, Herr (Buchhändler in Aachen)",6025,viaf,
"Michael I., König von Portugal",3058,viaf,http://viaf.org/viaf/263880105
"Michaud, Joseph-François",3706,viaf,http://viaf.org/viaf/59172342
"Michaud, Louis-Gabriel",5904,viaf,http://viaf.org/viaf/103581
"Michaux, Clovis",6136,viaf,
"Michel, Gaspard (Siehe Leblond)",3483,viaf,http://viaf.org/viaf/49241891
"Michel, Monsieur",4461,viaf,
"Michels/Micheltz (?), Mathias",4316,viaf,http://viaf.org/viaf/314866553
"Miger, Simon Charles",3894,viaf,http://viaf.org/viaf/84626334
"Mignet, François-Auguste",3089,viaf,http://viaf.org/viaf/12385832
"Mignotte, Monsieur",5411,viaf,
"Milcaut, Monsieur (Hausmeister Paris?)",6045,viaf,
"Milger, Herr (Hausangestellter)",4014,viaf,
"Millevoye, Charles",2500,viaf,http://viaf.org/viaf/71486983
"Millin de Grandmaison, Aubin-Louis",2015,viaf,http://viaf.org/viaf/59193412
"Milton, John",3380,viaf,http://viaf.org/viaf/55245967
Minucius Felix,2988,viaf,http://viaf.org/viaf/61540251
"Miollis, Sextius Alexandre François de",2883,viaf,http://viaf.org/viaf/24596098
"Mirault, Madame",5181,viaf,
"Mirault, Mademoiselle (Tochter)",5490,viaf,
"Mirault, Monsieur (Chirurg)",4052,viaf,
"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)",2248,viaf,http://viaf.org/viaf/171243712
"Mirbach, Frau von",5431,viaf,
"Mirbach, Herr von",5069,viaf,
"Mirbach, Sophie von",5432,viaf,
"Mitaine, Monsieur",5803,viaf,
"Mittié, Jean Stanislas",5642,viaf,http://viaf.org/viaf/56721936
"Mittié, P.S. fils",3519,viaf,
Mme P.,6679,viaf,
"Mösgen / Mösger, Herr (Hausangestellter auf Dyck - Stall oder Jagd?)",4910,viaf,
"Molé, comtesse, née Caroline de La Briche",4437,viaf,
"Molé, Mathieu, comte",4436,viaf,http://viaf.org/viaf/7440787
"Molènes, (Paul?) de",5700,viaf,http://viaf.org/viaf/93238423
"Molière, eigentl. Jean-Baptiste Poquelin",2658,viaf,http://viaf.org/viaf/2474502
"Molinais / Malinois (?), Monsieur de",5570,viaf,
"Mollet, [E.?] Professor (aus Amsterdam)",6217,viaf,
"Mollevaut, Charles Louis",2175,viaf,http://viaf.org/viaf/44602574
"Molleville, marquise de",4218,viaf,
"Monaco, Florestan I., Fürst von",5486,viaf,http://viaf.org/viaf/401156317449702350001
"Moncey, Bon-Adrien Jeannot de",6125,viaf,http://viaf.org/viaf/14780304
"Monge(s), Madame",4230,viaf,
"Monge, Gaspard, comte de Péluse",2016,viaf,http://viaf.org/viaf/61582661
"Monge, Madame, comtesse de Péluse",3112,viaf,
"Mongez, Angélique",3217,viaf,http://viaf.org/viaf/225096860
"Mongez, Antoine",2846,viaf,http://viaf.org/viaf/27124155
"Monglave, Eugène de",2686,viaf,http://viaf.org/viaf/3240260
"Monlon, Monsieur",6661,viaf,
"Monroe, James",2778,viaf,http://viaf.org/viaf/20476583
"Monsel, Mademoiselle (Sängerin)",5397,viaf,
"Monsigny, Pierre-Alexandre",4281,viaf,http://viaf.org/viaf/76459455
"Montaigne, Michel de",4976,viaf,http://viaf.org/viaf/95153547
"Montalivet, Camille Bachasson, comte de",6257,viaf,http://viaf.org/viaf/12384441
"Montalivet, comtesse de",3853,viaf,
"Montalivet, Jean-Pierre Bachasson, comte de",2570,viaf,http://viaf.org/viaf/54151700
"Montanclos, Marie-Emilie de",3660,viaf,http://viaf.org/viaf/39589115
"Montarond, baron de (Richter in Tours)",5247,viaf,
"Montblin, Madame de",5152,viaf,
"Montbreton, Jacques Marquet de, baron de Norvins",2781,viaf,http://viaf.org/viaf/19805286
"Montbut, Monsieur de",4488,viaf,
"Montebello, colonel de",5659,viaf,
"Montebello, général de",4880,viaf,
"Montebello, Louise de Guéhéneuc, duchesse de,  verh. Lannes",4508,viaf,
"Montebello, Mademoiselle de",4575,viaf,
"Montémont, Albert",3253,viaf,http://viaf.org/viaf/29538219
"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de",2606,viaf,http://viaf.org/viaf/7399719
"Montesquieu, Charles Louis de Secondat, baron de La Brède et de",3573,viaf,http://viaf.org/viaf/27069096
"Montesquieu, comte de",5034,viaf,
"Montesquiou, Madame de",4452,viaf,
"Montesquiou-Fezensac, Anatole de",4274,viaf,http://viaf.org/viaf/88625340
"Montesquiou-Fezensac, Monsieur de",4034,viaf,http://viaf.org/viaf/88625340
"Montferrand, Monsieur de",4666,viaf,
"Montgaillard, Guillaume-Honoré Rocques de",3434,viaf,http://viaf.org/viaf/22238613
"Montgaillard, Jean-Gabriel-Maurice Rocques, comte de",4981,viaf,http://viaf.org/viaf/5028284
"Montgeroult, Madame de (Tante der comtesse d'Hautpoul)",5355,viaf,
"Montgolfier, Monsieur de",5633,viaf,
"Montholon, comtesse de",4511,viaf,http://viaf.org/viaf/64138518
"Montholon, Monsieur de",4580,viaf,
"Monti, Monsieur de",5524,viaf,
"Monti, Vincenzo",6664,viaf,http://viaf.org/viaf/49262925
"Montigny, Caroline de",4811,viaf,http://viaf.org/viaf/57384509
"Montigny, Emma de",5499,viaf,
"Montizeau(x), siehe: Pipelet de Montizeaux",6607,viaf,
"Montlevon, comtesse de",3838,viaf,
"Montlosier, François Dominique de Reynaud, comte de",5223,viaf,http://viaf.org/viaf/66574035
"Montmorency, Anne Charles François (?) duc de",6272,viaf,http://viaf.org/viaf/34450621
"Montmorency-Laval, Anne-Adrien-Pierre, duc de",3232,viaf,
"Montmorency-Laval, Mathieu de",3102,viaf,http://viaf.org/viaf/66610110
"Montpoint, abbé de",4387,viaf,
"Montyon, Jean-Baptiste de",4684,viaf,http://viaf.org/viaf/76310541
"Monvel, Jacques Marie Boutet de (Siehe Boutet)",6638,viaf,http://viaf.org/viaf/62145857788523020121
"Monville, Monsieur de",4574,viaf,
"Moquin-Tandon, Horace Alfred",2018,viaf,http://viaf.org/viaf/27163790
"Morant, Madame de",4131,viaf,
"Morant, Monsieur de",3866,viaf,
"Moraux d'Omatre, Madame, geb. Georgeon",5089,viaf,
"Moraux d'Omatre, Monsieur",5090,viaf,
"Moreau de Jonnès, Alexandre",4156,viaf,http://viaf.org/viaf/56955126
"Moreau de Saint Méry, Mérédic Louis Élie",5332,viaf,http://viaf.org/viaf/32008205
"Moreau, César",2218,viaf,http://viaf.org/viaf/29834602
"Moreau, Elisa",3828,viaf,
"Moreau, Elisabeth",3289,viaf,http://viaf.org/viaf/66728868
"Moreau, Jean-Michel, gen. Moreau le Jeune",4946,viaf,http://viaf.org/viaf/56619800
"Moreau, Madame",5595,viaf,
"Moreau, Monsieur",4103,viaf,
"Moreau-Rosier, Monsieur (Verleger)",6199,viaf,
"Morel, Monsieur (aus Hyères)",3998,viaf,
"Morell, général baron de",3805,viaf,
"Morellet, André, gen. l'abbé Morellet",4114,viaf,http://viaf.org/viaf/120700230
"Morgan, Lady Sydney, geb. Sydney Owenson",2894,viaf,http://viaf.org/viaf/107533016
"Morgan, sir Charles",3690,viaf,http://viaf.org/viaf/59949634
"Mornay, marquis de",3068,viaf,
"Mortier, [Hector], comte",6375,viaf,
"Mortier, Adolphe Édouard Casimir Joseph, duc de Trévise",3830,viaf,http://viaf.org/viaf/39365433
"Morzé (?), Monsieur",5589,viaf,
"Mosler / Masler, Herr",4045,viaf,
"Mosti, Graf von",5538,viaf,
"Moyria, vicomte Gabriel de",2582,viaf,
"Mozand, Ehepaar",3880,viaf,
"Mozart, Wolfgang Amadeus",3173,viaf,http://viaf.org/viaf/32197206
"Mühlenfels, Major von",5849,viaf,
"Mülinen, Bernhard von",5076,viaf,http://viaf.org/viaf/239287313
"Mülinen, Gräfin von",5077,viaf,
"Müller, Gebrüder",4793,viaf,
"Münchhausen, Georg Karl Wilhelm Freiherr von",4375,viaf,http://viaf.org/viaf/2330149416750089730000
"Murat, maréchal Joachim, Großherzog von Berg und Kleve",3247,viaf,http://viaf.org/viaf/71399783
"Murat, Prince Achille",4965,viaf,http://viaf.org/viaf/46861551
"Murchison, Roderick",2236,viaf,http://viaf.org/viaf/46876809
"Mure, Dr. Benedetto",6330,viaf,
"Muronalli (?), Monsieur",3729,viaf,
"Murray, Lady Augusta",2853,viaf,http://viaf.org/viaf/6159939275025250384
"Murrey, Monsieur Gaillard de",3589,viaf,
"Murville, Pierre-Nicolas André, gen. de",3063,viaf,http://viaf.org/viaf/107936
"Musard, Philippe",3291,viaf,http://viaf.org/viaf/10269644
"Musset, Alfred de",6176,viaf,http://viaf.org/viaf/54151927
"Naderman, François-Joseph",5036,viaf,http://viaf.org/viaf/87140917
"Naeder (?), Monsieur de",5701,viaf,
"Naigeon, Céleste",2092,viaf,
"Naigeon, Jacques-André",2021,viaf,http://viaf.org/viaf/66507925
"Naigeon, Jean Claude",2908,viaf,http://viaf.org/viaf/51959467
"Naigeon, Jean Guillaume Elzidor (gestorben an der Cholera, 1832)",2688,viaf,
"Naigeon, Mademoiselle",3093,viaf,
"Naigeon, Monsieur",4667,viaf,
"Naigeon, Monsieur (""der Ältere"")",4286,viaf,
"Naigeon, Monsieur (jüngerer Bruder)",4007,viaf,
"Naigeon, Monsieur (Sohn von J. G. Elzidor, Maler)",5182,viaf,
"Nansouty, comtesse de, geb. Jeanne Françoise Adélaïde Gravier de Vergennes",6100,viaf,
"Nansouty, Etienne Champion comte de",6112,viaf,http://viaf.org/viaf/1409147270589535700006
"Nanteuil, C. de",3507,viaf,http://viaf.org/viaf/73973450
"Napoléon Ier Bonaparte, Kaiser der Franzosen",2133,viaf,http://viaf.org/viaf/106964661
"Napoléon III, Louis Napoléon Bonaparte, Kaiser der Franzosen",5752,viaf,http://viaf.org/viaf/88934487
"Nassau, Fürst von (unklar welcher)",6641,viaf,
"Nassau, Gräfin von",2676,viaf,
"Nassau, Wilhelm I., Großherzog von",5817,viaf,http://viaf.org/viaf/42645467
"Nassau-Weilburg, Adolph von, Herzog von Nassau, später Großherzog von Luxemburg",3100,viaf,
"Nau de Champlouis, Madame",5938,viaf,
"Naudet, Monsieur",4382,viaf,
"Neapel-Sizilien, Maria Amalia von",3067,viaf,
"Neapel-Sizilien, Maria Christina von",2881,viaf,http://viaf.org/viaf/45744359
"Necker de Saussure, Adrienne Albertine",5087,viaf,http://viaf.org/viaf/73899323
"Necker, Anne-Louise Germaine (Siehe Staël-Holstein)",3488,viaf,http://viaf.org/viaf/89204033
"Necker, Jacques",3776,viaf,http://viaf.org/viaf/68949881
"Nees von Esenbeck, Theodor Friedrich Ludwig",2107,viaf,http://viaf.org/viaf/66617941
"Nellessen, Carl von",5146,viaf,http://viaf.org/viaf/219851394
"Nellessen, Frau von, geb. Kelleter",4371,viaf,
"Nellessen-Kelleter, Carl",2856,viaf,
"Nemours, Louis d'Orléans, duc de",5310,viaf,http://viaf.org/viaf/32266146
"Nemours, Viktoria von Sachsen-Coburg-Koháry, Herzogin von",6475,viaf,http://viaf.org/viaf/306365626
"Nero Claudius Caesar Augustinus Germanicus, römischer Kaiser",3115,viaf,http://viaf.org/viaf/84036175
Nerus (Gartengehilfe auf Schloss Dyck),5623,viaf,
"Nesselrode, General von",4020,viaf,http://viaf.org/viaf/86194012
"Nesselrode, Graf von",4019,viaf,
"Neufchâteau, Nicolas François de",2022,viaf,http://viaf.org/viaf/61545943
"Neumann, Monsieur (Gärtner in Paris)",4909,viaf,
"Neuwied, Fürst von",5114,viaf,http://viaf.org/viaf/10189608
"Ney, maréchal Michel",3902,viaf,http://viaf.org/viaf/34465045
"Niaudet, Monsieur",4766,viaf,http://viaf.org/viaf/309685247
"Niboyet, Eugénie, geb. Mouchon",2023,viaf,http://viaf.org/viaf/230940939
"Nicolaï, Scipion, marquis de",4619,viaf,
"Nicole, Ehepaar",5033,viaf,
"Nicole, Monsieur",4012,viaf,
"Nicolet, Jean-Baptiste",6604,viaf,
"Nicolle, Dominique-Charles, abbé",3066,viaf,http://viaf.org/viaf/57396144
"Nicolo, Madame (Witwe)",4825,viaf,
"Niemcewicz, Julian Ursyn",2507,viaf,http://viaf.org/viaf/291392847
"Niese, Professor",5818,viaf,
"Nieslay/ Niellay (?), Monsieur de",5607,viaf,
"Nikolaus I., Zar von Russland",2523,viaf,http://viaf.org/viaf/262930742
"Noailles, [Charles?] de, duc de Poix",6556,viaf,
"Noailles, Familie von",6132,viaf,http://viaf.org/viaf/52499460
"Noailles, Monsieur de",4205,viaf,
"Nodier, Charles",4555,viaf,http://viaf.org/viaf/64009895
"Nöggerath, Johann Jacob",3242,viaf,http://viaf.org/viaf/59428426
"Noël, Alexandre Jean",2192,viaf,
"Noël, François-Joseph-Michel",4145,viaf,http://viaf.org/viaf/9888919
"Noidans, Familie von",4703,viaf,
"Noisette, Monsieur",5961,viaf,
"Nompère de Champagny, Jean-Baptiste, duc de Cadore",2132,viaf,http://viaf.org/viaf/95169269
"Normann, Herr von",5205,viaf,
"Northumberland, Herzog von",5533,viaf,
"Nostitz, Frau von (Schwester einer Frau von Hatzfeldt)",4871,viaf,
"Nostradamus, eigentl. Michel de Nostredame",6023,viaf,http://viaf.org/viaf/16387613
"Nota, Alberto",6251,viaf,http://viaf.org/viaf/59318123
"Nothomp, Herr",2463,viaf,
"Novakowsky, Camille de, geb. Chomereau",2115,viaf,
"Novakowsky, Monsieur de",5466,viaf,
"Novakowsky, Victorine de (Tochter)",5488,viaf,
"Novakowsky, Victorine de, geb. Chomereau",2093,viaf,
"Nowakowsky, Madame de",5827,viaf,
"Oberndorf, Fräulein von",5161,viaf,
Odile (Gesellschafterin der CdS?),5559,viaf,
Odile (Prous ?),3643,viaf,
Odile (von Laach?),5541,viaf,
"Odoards, Antoine Étienne Nicolas Fantin des",4063,viaf,http://viaf.org/viaf/59092832
"O'Donnel, Madame",5388,viaf,
"O'Donnell, General Don Enrique",4479,viaf,
"Oeppen, Herr",2428,viaf,
"Oerthling, Monsieur",3889,viaf,
"Österreich, Johann Erzherzog von",5745,viaf,http://viaf.org/viaf/30328694
"Österreich, Maria Elisabeth von Savoyen-Carignan, Erzherzogin von, Vizekönigin von Lombardo-Venetien",6549,viaf,http://viaf.org/viaf/95608607
"Österreich, Rainer von Habsburg-Lothringen, Erzherzog von, Vizekönig von Lombardo-Venetien",6548,viaf,http://viaf.org/viaf/7200151112589937180006
"Österreich-Teschen, Karl Erzherzog von",2969,viaf,http://viaf.org/viaf/52790766
"Oger, Madame (Witwe Lemerrier)",4159,viaf,
"Olbers, Heinrich Wilhelm",2024,viaf,http://viaf.org/viaf/44420543
"Olfers, Ignaz von",4933,viaf,http://viaf.org/viaf/89318541
"Olivier, Madame",4183,viaf,
"Olivier, Monsieur",4268,viaf,
"Olózaga, Salustiano",6514,viaf,http://viaf.org/viaf/22132670
"Olympe, Mademoiselle",4485,viaf,
Onkel der Azélie de Francq,5585,viaf,
"Opie, Amelia",6066,viaf,http://viaf.org/viaf/39410771
"Oppenheim, Herr (von)",3770,viaf,
"Oranien-Nassau, Marianne von, Prinzessin von Preußen",2264,viaf,http://viaf.org/viaf/67272293
"Oranien-Nassau, Wilhelm Friedrich Karl Prinz von",2467,viaf,http://viaf.org/viaf/315525160
"Orbigny, Monsieur d'",5760,viaf,
"Orfila, Anne Gabrielle",3229,viaf,
"Orioli, Francesco",6414,viaf,http://viaf.org/viaf/30305571
"Orléans, Antoine d', duc de Montpensier",6181,viaf,http://viaf.org/viaf/107036983
"Orléans, Bathilde d', duchesse de Bourbon",3086,viaf,http://viaf.org/viaf/250969499
"Orléans, Familie von",5747,viaf,http://viaf.org/viaf/62345372
"Orléans, Ferdinand Philippe d' (auch duc de Chartres)",2938,viaf,http://viaf.org/viaf/96234574
"Orléans, Helene zu Mecklenburg-Schwerin, Herzogin von",6215,viaf,http://viaf.org/viaf/90894043
"Orléans, Louis d' (Siehe Nemours)",3485,viaf,http://viaf.org/viaf/32266146
"Orléans, Louise d' (Siehe Louise d'Orléans, Königin von Belgien)",3486,viaf,http://viaf.org/viaf/8315444
"Orléans, Marie-Amélie, duchesse d' (Siehe Marie-Amélie)",3462,viaf,http://viaf.org/viaf/19949828
"Orléans, Philippe d', comte de Paris",6270,viaf,http://viaf.org/viaf/204321352
"Orléans, Prinzessin Clémentine d', später Prinzessin von Sachsen-Coburg",6472,viaf,http://viaf.org/viaf/18027994
"Orloff, Grégoire, comte de",3185,viaf,
"Oskar Kronprinz von Schweden und Norwegen, später König Oskar I.",2495,viaf,http://viaf.org/viaf/31969433
Ossian,5652,viaf,
"Ostrowska, Comtesse de",4748,viaf,
"Ostrowski, Antoni Graf",6389,viaf,http://viaf.org/viaf/8242562
"O'Sullivan, Daniel",3191,viaf,
"Ottenfels, Freiherr von",3103,viaf,
"Oudinot, général Nicolas Charles Victor, duc de Reggio",5506,viaf,http://viaf.org/viaf/56754131
"Oudot, Familie",5794,viaf,
"Oudot, Monsieur",6187,viaf,
"Oultremont, Émile d'",6209,viaf,http://viaf.org/viaf/89640618
"Ourry, [E.T. Maurice]",4770,viaf,http://viaf.org/viaf/41949055
"Outhwaite, Madame",5452,viaf,
"Ouvrard, Gabriel-Julien",6541,viaf,http://viaf.org/viaf/52492414
"Ovid, eigentl. Publius Ovidius Naso",2943,viaf,http://viaf.org/viaf/88342447
"Owen, Robert",6216,viaf,
"Ozanne, Monsieur (Referendar des Sceau des titres)",6094,viaf,
"Pacault, Désirée",2150,viaf,
"Pacheco (?), Madame (spanische Musikerin)",6544,viaf,
"Packenius, Herr (Staatsanwalt)",4343,viaf,
"Paër, Ferdinando",2558,viaf,http://viaf.org/viaf/42026205
"Páez, José Antonio",3336,viaf,http://viaf.org/viaf/65251755
"Paganel, Camille",2124,viaf,http://viaf.org/viaf/15084330
"Paganel, Madame G., geb. von Senfft-Pilsach",4128,viaf,
"Paganini, Niccolò",2733,viaf,http://viaf.org/viaf/93850871
"Paillet, Alphonse Gabriel Victor (Rechtsanwalt)",2080,viaf,http://viaf.org/viaf/208066373
"Paillet, Julien, gen. Paillet de Plombières (Schriftsteller)",3278,viaf,http://viaf.org/viaf/46878025
"Paillet, Monsieur",5347,viaf,
"Paillet, Monsieur (Sohn)",5386,viaf,
"Paillet, Monsieur (Vater)",5385,viaf,
"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)",2262,viaf,http://viaf.org/viaf/17555308
"Pailliet, Monsieur",5685,viaf,
"Paimans, Herr (Kaufmann)",5543,viaf,
"Pair, Monsieur",3740,viaf,
"Pajol, général Pierre Claude",5806,viaf,http://viaf.org/viaf/61536122
"Pajou, Augustin",2025,viaf,http://viaf.org/viaf/25425666
"Palisot de Beauvois, Ambroise Marie François Joseph",3084,viaf,http://viaf.org/viaf/29538760
"Pallady, Prinzessin",6430,viaf,
"Pallandt, Madame de",5137,viaf,
"Pallard, Monsieur",5510,viaf,
"Pallas, professeur",5020,viaf,
"Pallavicini, Marchese",5900,viaf,
"Palmerston, Henry John Temple, 3. Viscount",6359,viaf,http://viaf.org/viaf/51698419
"Panam, Pauline, eigentl. Henriette Adélaïde",2529,viaf,http://viaf.org/viaf/121840408
"Pancemont, Antoine Xavier Mayneaud",2892,viaf,http://viaf.org/viaf/369145857122122922812
"Panckoucke, Charles-Louis-Fleury",3923,viaf,http://viaf.org/viaf/10629701
"Panckoucke, Madame E.",2937,viaf,http://viaf.org/viaf/140300939
"Panneton, Ehepaar",4743,viaf,
"Pannwitz, Leutnant (von)",5631,viaf,
"Papineau, Louis-Joseph",6325,viaf,http://viaf.org/viaf/12317813
"Papion du Château, Pierre Nicolas, baron",5378,viaf,http://viaf.org/viaf/45405368
"Pappenheim, Herr von",4890,viaf,
"Pardessus, Jean-Marie",3043,viaf,http://viaf.org/viaf/36986308
"Parfait, Mademoiselle",5234,viaf,
"Parfait, Monsieur",6301,viaf,
"Parisot, Monsieur",5023,viaf,
"Parny, Évariste de",4297,viaf,
"Parry, James",5133,viaf,http://viaf.org/viaf/232820744
"Parseval-Grandmaison, François- Auguste",3699,viaf,http://viaf.org/viaf/19669090
"Pascal, Blaise",2361,viaf,http://viaf.org/viaf/29538862
