Person,FuD-ID,Feld,URN
"Bonnaire de Forges, Monsieur de",4634,gnd,
"Bonnal, Marcellin de",6391,gnd,http://d-nb.info/gnd/1054933006
"Bonnay, marquis de",4554,gnd,http://d-nb.info/gnd/116241780
"Bonnet de Treyches, Monsieur",5304,gnd,
"Bonnet, Monsieur (Schriftsteller)",3945,gnd,
"Bonnet, Simon",6370,gnd,
"Bonneval, Donnel de",6290,gnd,
"Bonni, Monsieur de",5819,gnd,
"Bonnot de Condillac, Etienne",3377,gnd,http://d-nb.info/gnd/118521756
"Borard, Monsieur",5887,gnd,
"Borbón, Carlos María Isidro de, Graf von Molina, gen. Carlos V.",2851,gnd,http://d-nb.info/gnd/1019764481
"Borchgrave d'Altena, Jean, comte de",3018,gnd,http://d-nb.info/gnd/1090348991
"Borcke, Rittmeister [von]",5629,gnd,
"Bordeaux, Henri d'Artois, duc de (Siehe Chambord)",6650,gnd,http://d-nb.info/gnd/120033755
"Borelli (= Boselli?), Madame",4078,gnd,
"Bornheim, Monsieur de",4543,gnd,
"Bornstedt, Louise Baronin von",4772,gnd,http://d-nb.info/gnd/116253479
"Borredon, Mademoiselle de",5511,gnd,
"Bosc, Louis-Augustin-Guillaume",3340,gnd,http://d-nb.info/gnd/116265566
"Boselli, Bathilde (Siehe Jomard)",6433,gnd,
"Boselli, Timoléon (Ehemann von Bathilde Jomard)",6310,gnd,
"Bossuet, Jacques Bénigne",2608,gnd,http://d-nb.info/gnd/1037143523
"Bottée, Monsieur",5895,gnd,
"Bottemont, Madame",5230,gnd,
"Bottin, [S.] (Generalsekretär der Präfektur des Niederrheins)",4674,gnd,
"Bouchard, Madame",6141,gnd,
"Bouchard, Monsieur",6142,gnd,
"Boucharlat, Jean-Louis",2147,gnd,http://d-nb.info/gnd/117622192
"Boucharlat, Madame",6026,gnd,
"Boucharlat, Tochter, siehe: Mathon de Fogères, Madame",3618,gnd,
"Bouché Durmont, Monsieur",3306,gnd,
"Bouchon, Monsieur",5986,gnd,
"Boudin de Venvres, Monsieur",5780,gnd,
"Boudin de Vesvres, Monsieur (Notar)",3544,gnd,
"Boufflers, Madame de",3995,gnd,http://d-nb.info/gnd/173521916
"Boufflers, Stanislas, marquis de, gen. chevalier de Boufflers",1901,gnd,http://d-nb.info/gnd/119498596
"Bougainville, Louis Antoine de",5116,gnd,http://d-nb.info/gnd/118662309
"Bouilland, Professor",6466,gnd,
"Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)",5557,gnd,
"Bouillé, René de",3334,gnd,http://d-nb.info/gnd/116272783
"Bouilly, Jean-Nicolas",3090,gnd,http://d-nb.info/gnd/118864815
"Bouilly, Monsieur",2319,gnd,
"Boulard, Monsieur",4664,gnd,
"Boulay de la Meurthe, Antoine Jacques Claude Joseph, comte",2560,gnd,http://d-nb.info/gnd/128691077
"Boulay de la Meurthe, Henri",2639,gnd,http://d-nb.info/gnd/117623067
"Boulay de la Meurthe, Monsieur",3373,gnd,
"Boulogne, Étienne-Antoine de",2799,gnd,http://d-nb.info/gnd/123381037
"Bounet (Bonnet?), Madame",2326,gnd,
"Bourbon, Charles Ferdinand de (Siehe Berry)",3457,gnd,http://d-nb.info/gnd/1055266135
"Bourbon, Marie-Thérèse de (Siehe Angoulême)",3471,gnd,http://d-nb.info/gnd/119064332
"Bourbon-Condé, Louis Antoine Henri de, prince de Condé, duc d'Enghien",2831,gnd,http://d-nb.info/gnd/118684884
"Bourbon-Condé, Louis II. prince de, gen. Le Grand Condé",2819,gnd,http://d-nb.info/gnd/119292203
"Bourbon-Condé, Louis V Joseph de, prince de Condé",3017,gnd,http://d-nb.info/gnd/119012456
"Bourbon-Condé, Louis VI Henri Joseph, prince de Condé",2452,gnd,http://d-nb.info/gnd/12344103X
"Bourbon-Siciles, Caroline de (Siehe Berry)",2571,gnd,http://d-nb.info/gnd/119333643
"Bourbon-Siciles, Marie Amélie de (Siehe Marie-Amélie)",2939,gnd,http://d-nb.info/gnd/11878191X
"Bourbon-Siciles, Marie Christine de",3158,gnd,http://d-nb.info/gnd/118890980
"Bourdic-Viot, Henriette",5356,gnd,http://d-nb.info/gnd/115884347X
"Bourdic-Viot, Madame",5698,gnd,
"Bourdois de La Motte, Edme Joachim (Arzt)",5109,gnd,http://d-nb.info/gnd/1055505938
"Bourgoin, Marie Thérèse",1902,gnd,http://d-nb.info/gnd/116298502
"Bourgon, Madame",4001,gnd,
"Bourienne, (Louis Antoine Fauvelet de?)",3823,gnd,http://d-nb.info/gnd/12180609X
"Bourmont, Charles de Ghaisne de",3437,gnd,http://d-nb.info/gnd/1067964800
"Bourmont, Monsieur de",5041,gnd,
"Boursault-Malherbe, Jean-François",6388,gnd,http://d-nb.info/gnd/100761070
"Boursier, Monsieur",5977,gnd,
"Boutet, Anne-Françoise-Hippolyte (Siehe Mars, Mademoiselle)",3463,gnd,http://d-nb.info/gnd/119062887
"Boutet, Jacques-Marie, genannt Monvel",3663,gnd,http://d-nb.info/gnd/120844141
Bouton,1903,gnd,
"Bouton, Charles Marie",2829,gnd,http://d-nb.info/gnd/143956965
"Bouton, Karl",4881,gnd,
"Boutreux, Mademoiselle",5807,gnd,
"Bouville (?), Madame de",5599,gnd,
"Bovard, J. J. (Drucker der CdS und Verleger, in Aachen [?])",5212,gnd,
"Bowring, sir John",3745,gnd,http://d-nb.info/gnd/119459078
"Boyer, Alexis (Chirurg)",3864,gnd,http://d-nb.info/gnd/117623539
"Boyer, General Jean-Pierre (Gouverneur in Haiti)",5788,gnd,http://d-nb.info/gnd/1022907166
"Brach, Monsieur de (Secrétaire du Lycée des Sciences et Arts à Marseille)",3531,gnd,
"Brack (Bracq?), colonel (de?)",4618,gnd,
"Brack / Bracq, Monsieur de (Directeur des douanes impériales et consul général des états de Lucca et Piombino)",3353,gnd,
"Brack, colonel (später maréchal de camp) Antoine Fortuné de",6256,gnd,http://d-nb.info/gnd/100430317
"Bracq, Monsieur de",3822,gnd,
"Bradi (?), Madame de",3766,gnd,
"Brancas, Louis Léon de, duc de Lauraguais, duc de Villars",4216,gnd,http://d-nb.info/gnd/12487617X
"Brandenburg-Bayreuth, Wilhelmine Markgräfin von (Schwester von Friedrich II.)",2546,gnd,http://d-nb.info/gnd/118633112
"Brandt, Monsieur",5029,gnd,
Braumanm Monsieur de,4306,gnd,
"Braumann, Madame de",4314,gnd,
"Braunschweig-Wolfenbüttel, Caroline von (Siehe Caroline von Braunschweig-Wolfenbüttel)",3034,gnd,http://d-nb.info/gnd/119161060
"Brayer de Saint Léon, Louise Marguerite",5462,gnd,http://d-nb.info/gnd/100781578
"Brayer, Michel-Sylvestre",3045,gnd,http://d-nb.info/gnd/1017627290
"Breban, D.",3919,gnd,
"Bréghot du Lut, Claude",5415,gnd,http://d-nb.info/gnd/1055224416
"Breguet, Abraham Louis (?)",1904,gnd,http://d-nb.info/gnd/119033399
"Breidenbach, Familie",4582,gnd,http://d-nb.info/gnd/119518155
"Bret, Monsieur (Tuteur à la restitution)",5876,gnd,
"Breuer, J.",3793,gnd,
"Briançon, Louison (Dienstmädchen)",6575,gnd,
"Brière de Mondétour, Monsieur",6615,gnd,
"Briey, Monsieur",5990,gnd,
"Brifaut, Charles",2312,gnd,http://d-nb.info/gnd/119454459
"Brignole, Madame",6666,gnd,
"Brignole-Sale, Antoine",4876,gnd,http://d-nb.info/gnd/116508450
"Brignoli di Brunhoff, Giovanni di",4947,gnd,http://d-nb.info/gnd/116508469
"Briquet, Fortunée",3515,gnd,http://d-nb.info/gnd/1055221832
"Briquet, Hilaire Alexandre",5641,gnd,http://d-nb.info/gnd/1157691676
"Broc, Docteur",6505,gnd,
"Brockhaus, Friedrich",3182,gnd,http://d-nb.info/gnd/130123552
"Brockhoff, Louise",5562,gnd,
"Brofferio, Angelo",6550,gnd,http://d-nb.info/gnd/117632244
"Broglie, Achille-Charles-Léonce Victor, duc de",5485,gnd,http://d-nb.info/gnd/116562463
"Broglie, Monsieur de",4430,gnd,
"Broglie, Prince de",4418,gnd,
"Broich, Herr (von?)",5059,gnd,
"Brongniart, Adolphe",3020,gnd,http://d-nb.info/gnd/116685271
"Brongniart, Alexandre-Théodore",3349,gnd,http://d-nb.info/gnd/119182890
"Bronod de la Haye, Monsieur (Sohn des Bronod)",6030,gnd,
"Bronod, Monsieur (Onkel des Ménard)",6029,gnd,
"Broussais, Casimir",6467,gnd,http://d-nb.info/gnd/117634824
"Broyer de St. Léon, Louise",4970,gnd,
"Brucco di Sordevolo, André-Louis",2134,gnd,
"Brüchl, Charles de (Theaterdirektor in Berlin)",3932,gnd,
"Brügghen, Karl Friedrich Robert Nepomuk von der",3764,gnd,
"Bruguière du Gard, Jean Joseph Thomas Bruguière, gen.",3871,gnd,http://d-nb.info/gnd/100971881
"Brunet, Jean-Joseph Mira, gen.",5251,gnd,http://d-nb.info/gnd/1025659570
"Brunet-Denon, Vivant-Jean, baron de",3446,gnd,http://d-nb.info/gnd/118671499
Brunot-Labbé (Verleger),4249,gnd,
"Bruyère, Monsieur",5219,gnd,
"Buache, Jean-Nicolas",4539,gnd,http://d-nb.info/gnd/104228504
"Buchon, Jean Alexandre",4658,gnd,http://d-nb.info/gnd/100062350
"Buchon, Monsieur",3550,gnd,
"Budé, Guillaume",2596,gnd,http://d-nb.info/gnd/118516868
"Buders, Fräulein",4266,gnd,
"Bülow, Heinrich Freiherr von",2532,gnd,
"Bülow, Herr von",5552,gnd,
"Buess (?), Louis / Ludwig",6599,gnd,
"Buffon, Georges-Louis Leclerc de",2900,gnd,http://d-nb.info/gnd/118517252
Bugeaud (Stallknecht?),4904,gnd,
"Bugeaud, Thomas-Robert, marquis de la Piconnerie, maréchal de France",2752,gnd,http://d-nb.info/gnd/11870219X
"Bugnot, comtesse",4005,gnd,
"Buisson, François",2116,gnd,http://d-nb.info/gnd/1037554841
"Bukers, I. (Kreischirurg)",6653,gnd,
"Bull, John",5039,gnd,http://d-nb.info/gnd/120297450
"Bulletin de littérature, des sciences et des arts",3499,gnd,
"Bulos, Monsieur",4351,gnd,
"Burney, Fanny",3416,gnd,http://d-nb.info/gnd/118638106
Burnouf,4474,gnd,
"Burrer, Monsieur",4489,gnd,
"Buß, Franz Josef von",6448,gnd,http://d-nb.info/gnd/11851802X
"Butini, Monsieur (Arzt aus Genf)",5413,gnd,http://d-nb.info/gnd/1059722747
"Byron, George Gordon, gen. Lord Byron",3944,gnd,http://d-nb.info/gnd/118518208
"C., Monsieur",3572,gnd,
"Cabanis, Charlotte, geb. de Grouchy",2204,gnd,
"Cabanis, Pierre Jean Georges",1906,gnd,http://d-nb.info/gnd/118675141
"Cabanon, Mademoiselle Cléonis",3168,gnd,
"Cabet, Etienne",6350,gnd,http://d-nb.info/gnd/11866641X
"Cadet de Gassicourt, Charles Louis",1907,gnd,http://d-nb.info/gnd/117668141
"Cäsar, Gaius Julius",3189,gnd,http://d-nb.info/gnd/118518275
"Cailhava, Jean-François",3078,gnd,http://d-nb.info/gnd/10006602X
"Caillasse, Monsieur",5933,gnd,
"Caille, Familie",5468,gnd,
"Caille, Madame",6069,gnd,
"Caille, Monsieur",6068,gnd,
"Cailleau, André-Charles (Verleger und Drucker)",5917,gnd,http://d-nb.info/gnd/172013828
"Cailly, Monsieur",3850,gnd,
"Cailly, Monsieur (Jouanne de?)",2242,gnd,
"Calame, Henri-Florian",6372,gnd,http://d-nb.info/gnd/116430915
"Calet, Mademoiselle",4886,gnd,
"Calixt I., Bischof von Rom",2602,gnd,
"Callaerts [?], Hermann",6644,gnd,
"Callaud, General",6570,gnd,
"Calmont, Monsieur (inspecteur général)",6121,gnd,
"Calonne, Charles Alexandre vicomte de",3629,gnd,http://d-nb.info/gnd/118675362
"Calvin, Johannes",3398,gnd,http://d-nb.info/gnd/118518534
"Cambacérès, Jean-Jacques-Régis de, Hzg. von Parma",1908,gnd,http://d-nb.info/gnd/118668072
"Cambis, Adrienne de",2460,gnd,
"Cambis, Madame de",4091,gnd,
"Campan, Jeanne Louise Henriette Genet",3193,gnd,http://d-nb.info/gnd/118702238
"Campenon, Vincent",5117,gnd,http://d-nb.info/gnd/115637893
"Campestre, Adélaïde Millo",3059,gnd,http://d-nb.info/gnd/101987250
"Camphausen, Monsieur",5746,gnd,
"Camus, Jean Denis François",2138,gnd,http://d-nb.info/gnd/1072376822
"Candeille, (Amélie-)Julie, verh. Simons (1798)",1909,gnd,http://d-nb.info/gnd/123972639
"Candeille, Pierre",3177,gnd,http://d-nb.info/gnd/140244034
"Candolle, Augustin-Pyrame de",1910,gnd,http://d-nb.info/gnd/116442921
"Canitz, Karl Ernst Wilhelm von",5718,gnd,http://d-nb.info/gnd/11942293X
"Cannet-Danville (?), Monsieur",3926,gnd,
"Canning, George",4850,gnd,http://d-nb.info/gnd/118668234
"Canot / Canaux, Monsieur (unklar ob Vertrauensmann der Salm-Dyck oder/und Cousin der Francq?)",5185,gnd,
"Canova, Antonio",3264,gnd,http://d-nb.info/gnd/118518860
"Carel, Armand",3322,gnd,
"Carlier, [Jean?] (Bürgermeister von Coucy bzw. Folembray)",3564,gnd,
"Carlier, Monsieur",5215,gnd,
"Carlowitz, Aloyse Christine de",2130,gnd,http://d-nb.info/gnd/1055094601
"Carming, Madame",4066,gnd,
"Carnap, Herr von",6648,gnd,
"Carnot, Lazare Nicolas Marguerite",5632,gnd,http://d-nb.info/gnd/118667203
"Carnot, Monsieur (gleich Canot / Canaux ?)",4244,gnd,
"Caroline von Braunschweig-Wolfenbüttel, Königin von England",3464,gnd,
"Carpentier, Monsieur de",4558,gnd,
Carpentier-Méricourt (Verleger),5387,gnd,
"Carrion de Nisas, Henri de, baron",1911,gnd,http://d-nb.info/gnd/122131983
"Carroux, L.J.",2895,gnd,
"Carter, Monsieur (Verleger in New York?)",5991,gnd,
"Cartier, Monsieur (Tuteur honoraire)",5879,gnd,
"Caseaux, maréchal de",5111,gnd,
"Cassini, Alexandre Henri Gabriel de",3439,gnd,http://d-nb.info/gnd/117648361
"Castel, René Richard Louis",3414,gnd,http://d-nb.info/gnd/128539097
"Castellane, Monsieur de (Mitglied der Société philotechnique?)",5484,gnd,
"Casti, Giambattista",2946,gnd,http://d-nb.info/gnd/118668773
"Casti, Giovanni Battista",2755,gnd,http://d-nb.info/gnd/118668773
"Castillon, Monsieur",6555,gnd,
"Castlereagh, Robert",4789,gnd,http://d-nb.info/gnd/11851962X
"Catalan, Monsieur (? Zahnarzt in Paris)",5620,gnd,
"Catalani, Angelica",2541,gnd,http://d-nb.info/gnd/118667505
"Catel, Charles Simon",3675,gnd,http://d-nb.info/gnd/116476761
"Catelan, Mademoiselle (verheiratete Grammont)",6042,gnd,
"Catenet, Madame de",5353,gnd,
Catherine,5672,gnd,
"Catteau-Calleville, Jean Pierre Wilhelm",4212,gnd,http://d-nb.info/gnd/128895403
"Cauchois-Lemaire, Louis-Augustin-François",5481,gnd,http://d-nb.info/gnd/100077501
"Cauchy, Louis-Augustin",5026,gnd,http://d-nb.info/gnd/118519735
"Cauffin, Monsieur",2298,gnd,
"Caumont, Antonin Nompar de, duc de Lauzun",2978,gnd,http://d-nb.info/gnd/119001071
"Caumont, Arcisse de",2217,gnd,http://d-nb.info/gnd/116477725
"Caumont, Monsieur",5987,gnd,
"Causans, Madame de",4441,gnd,
"Cavanagh-Barba, Madame",4431,gnd,
"Cavé, Hygen-Auguste",3270,gnd,http://d-nb.info/gnd/100452914
"Cellier du Fayel, Narcisse Honoré",6506,gnd,
"Cellini, Benvenuto",5453,gnd,http://d-nb.info/gnd/118519875
"Cels, Monsieur",4175,gnd,
"Céré-Barbé, Hortense de",3840,gnd,
"Césarini, Jacques-Auguste-Vié de",4617,gnd,
"Cessac, Monsieur de",4150,gnd,
"Chabannes (oder Chabanais?), marquis de",6154,gnd,
Chabeaussière (Siehe La Chabeaussière),3465,gnd,http://d-nb.info/gnd/116480998
"Chabeaussière, Monsieur de la",5951,gnd,
Chabert (Herausgeber),4896,gnd,
"Chagnel, Monsieur",4841,gnd,
"Chalamel, Monsieur",4814,gnd,
"Chaley, Joseph",6378,gnd,http://d-nb.info/gnd/104635728X
"Chaloi, Madame de",5587,gnd,
"Châlot, comte de",5278,gnd,
"Châlot, Madame de (Siehe Vanhove)",3400,gnd,
"Chambert, Monsieur (Anwalt CdS' in Tours)",3759,gnd,
"Chambon de Montaux, Nicolas, alias Joseph Chambon",1912,gnd,http://d-nb.info/gnd/117651141
"Chambon, Madame",4084,gnd,
"Chambord, Henri d'Artois, duc de Bordeaux, comte de",4062,gnd,http://d-nb.info/gnd/120033755
"Chamfort, Nicolas, eigentl. Sébastien-Roch Nicolas",4553,gnd,http://d-nb.info/gnd/118675516
"Chamont, Monsieur de",5222,gnd,
"Champcenetz, Louis René Quentin de Richebourg, chevalier de",3610,gnd,http://d-nb.info/gnd/128399503
"Champcourtois, Monsieur (Komponist)",4994,gnd,
"Champollion-Figeac, eigentlich Champollion, Jacques Joseph",2921,gnd,http://d-nb.info/gnd/119259966
"Chanlaire, Pierre-Gilles",1913,gnd,
"Chapelain, Monsieur",4083,gnd,
"Chaptal, Jean-Antoine, comte de Chanteloup",6273,gnd,http://d-nb.info/gnd/11891779X
"Chaptal, Monsieur (Freund von Amalric)",5371,gnd,
"Charlemagne, Armand",2625,gnd,http://d-nb.info/gnd/172018633
"Charles IX, König von Frankreich",2909,gnd,http://d-nb.info/gnd/118720880
"Charles VII, König von Frankreich",3181,gnd,http://d-nb.info/gnd/100736416
"Charles X, König von Frankreich",2431,gnd,http://d-nb.info/gnd/118776770
"Charles, Madame",5798,gnd,
"Charles, Monsieur",4908,gnd,
Charlotte (Hausangestellte von CdS in Paris),5923,gnd,
"Charlotte Joachime von Spanien, Königin von Portugal",3199,gnd,http://d-nb.info/gnd/118702343
"Charlotte von Preußen, später Alexandra Fjodorowna, Zarin von Russland.",2824,gnd,http://d-nb.info/gnd/119092085
"Charot, Madame",5491,gnd,
"Charot, Monsieur",5712,gnd,
"Charpentier, [Gervais] (Buchhändler)",5602,gnd,http://d-nb.info/gnd/1082785997
"Charrier de La Roche, Louis",2139,gnd,http://d-nb.info/gnd/128766131
"Charrière, Joseph-Frédéric-Benoît",4858,gnd,http://d-nb.info/gnd/13606695X
"Charron, Pierre",2963,gnd,
"Chartres, duc de (Siehe Orléans, Ferdinand Philippe d')",3492,gnd,http://d-nb.info/gnd/119177447
"Chassériau, Madame, geb. Duval (Tochter von Amaury Duval)",4742,gnd,
"Chassériau, Monsieur",4741,gnd,
"Chateaubriand, François-René de, vicomte de",1914,gnd,http://d-nb.info/gnd/118520237
"Châteaugiron, Hippolyte de",3316,gnd,http://d-nb.info/gnd/1015078729
"Châtelain, F. (Begründer des Office littéraire)",3122,gnd,
"Châtelain, Jean-Baptiste-François, chevalier de",2549,gnd,
"Châtelain, Monsieur",4887,gnd,
"Châtelain, Monsieur (Herausgeber des""Journal du Commerce""?)",3753,gnd,
"Chatenay, Mademoiselle",4986,gnd,
"Chaulaire, Monsieur",4402,gnd,
"Chaulieu, Guillaume Amfrye de",2655,gnd,http://d-nb.info/gnd/10007894X
"Chaulin, Monsieur (papetier du Roi)",4972,gnd,
"Chauvet, Madame",6002,gnd,
"Chauvet, Victor",3346,gnd,http://d-nb.info/gnd/113679173
"Chaveau, Monsieur",5960,gnd,
"Chazal, Antoine",2409,gnd,http://d-nb.info/gnd/117655910
"Chazet, Pierre A[lissan] de",3403,gnd,http://d-nb.info/gnd/116496606
"Chénier, Marie-Joseph de",3958,gnd,http://d-nb.info/gnd/118669184
"Cherubini, Anne Cécile, geb. Tourette",2180,gnd,http://d-nb.info/gnd/116497955
"Cherubini, Luigi",2168,gnd,http://d-nb.info/gnd/118520377
"Cherubini, Zenobia, verh. Rosellini (Tochter des Luigi Cherubini)",6418,gnd,
"Cheston, Julie",5369,gnd,
Chevaliers de l'Ordre royal et militaire de Saint Louis,6678,gnd,http://d-nb.info/gnd/7530068-0
"Chevet, Madame",5032,gnd,
"Chevreuse, duc de",5800,gnd,
"Chézy, Antoine-Léonard de",2793,gnd,http://d-nb.info/gnd/11650448X
"Chézy, Helmina von, geborene von Klencke",3389,gnd,http://d-nb.info/gnd/119360659
"Chimay, François Joseph de Riquet de Camaran, prince de",5049,gnd,http://d-nb.info/gnd/1033606189
"Chimay, princesse de, Térésa Cabarrus, gen. Madame Tallien",3171,gnd,http://d-nb.info/gnd/119549123
"Chinard, Joseph",5681,gnd,http://d-nb.info/gnd/124097774
"Chiriant, Monsieur",5886,gnd,
"Choiseul-Daillecour, Maxime de",2968,gnd,http://d-nb.info/gnd/1055241388
"Choiseul-Gouffier, Marie-Gabriel-Florent-Auguste de",2559,gnd,http://d-nb.info/gnd/118904582
"Choiseul-Meuse, Félicité de",3299,gnd,http://d-nb.info/gnd/109063376
"Chokey (Choquet?), Monsieur",4398,gnd,
Chokier (Siehe Surlet de Chokier),3496,gnd,
"Chomereau [de Saint-André?], Madame",5195,gnd,
"Chomereau, Madame (Cousine von Minette)",3539,gnd,
"Choquet, Monsieur",5949,gnd,http://d-nb.info/gnd/143305123
"Choris, Ludwig",3210,gnd,http://d-nb.info/gnd/117685534
"Chrétien, Gilles Louis",3140,gnd,http://d-nb.info/gnd/123078954
"Christ, Mademoiselle",3961,gnd,
"Christian, Auguste de",2598,gnd,
"Christian, Monsieur (de?)",4843,gnd,
"Christian, P.",6597,gnd,
"Christian, Paul oder Jean-Baptiste, eigentl. Jean-Baptiste Pitois",2337,gnd,http://d-nb.info/gnd/100555128
"Christina von Schweden, Königin von Schweden",2912,gnd,http://d-nb.info/gnd/118520652
"Churot, Monsieur",6289,gnd,
"Cicero, Marcus Tullius",4016,gnd,http://d-nb.info/gnd/118520814
"Cinti-Damoreau, Laure, eigentl. Laure Cinthie Montalant",6489,gnd,http://d-nb.info/gnd/116020687
"Clado, Gallien",6321,gnd,
"Clairon, Claire-Josèphe, genannt Mademoiselle",6170,gnd,http://d-nb.info/gnd/104270608
"Claquet, Monsieur",4919,gnd,
"Clarke, Henri-Jacques-Guillaume",3170,gnd,http://d-nb.info/gnd/116530278
"Clary, Désirée (Siehe Desideria Bernadotte)",3468,gnd,http://d-nb.info/gnd/118638742
"Clary-Bonaparte, Marie-Julie, Königin von Neapel, Sizilien und Spanien, Ehefrau von Joseph Bonaparte",2620,gnd,http://d-nb.info/gnd/118714074
"Clavier, Esther (Siehe Courier)",1915,gnd,
"Clavier, Étienne",1916,gnd,http://d-nb.info/gnd/117691259
"Clavier, Madame",3955,gnd,
"Clavier, Madame (Mutter der Esther Courier)",2406,gnd,
"Clavier, Mademoiselle (Tochter)",4964,gnd,
"Clavière, Madame",6016,gnd,
"Clémence, Mademoiselle",2457,gnd,
"Clemens V., Papst",2601,gnd,http://d-nb.info/gnd/118723529
"Clément, Monsieur",4873,gnd,
"Clermont-Tonnerre, Aynard de",3057,gnd,http://d-nb.info/gnd/1163573353
"Clermont-Tonnerre, Madame de",5201,gnd,
"Cloquet, Jules Germain (Arzt)",2629,gnd,http://d-nb.info/gnd/116546271
"Cluny, Monsieur",4822,gnd,
"Cockerill, James",6205,gnd,http://d-nb.info/gnd/13876848X
"Codrika, Panagiotis",5637,gnd,http://d-nb.info/gnd/1157658695
Cöckels (Schneider),5759,gnd,
"Coëls, Frau von",5320,gnd,
"Coëls, Friedrich Josef Antonius von",4735,gnd,
"Coëls, Herr von",4265,gnd,
"Cohen, Monsieur",4260,gnd,
"Cohmans, Monsieur (Sekretär aus Aachen)",5370,gnd,
"Coigny, Madame de",5225,gnd,
"Coindre, Mademoiselle",5935,gnd,
"Coindre, Monsieur",5945,gnd,
"Colbert, Jean Baptiste",2915,gnd,http://d-nb.info/gnd/116636564
"Colbert-Chabanais, Auguste François-Marie de",3126,gnd,
"Colchen, [Jean-Victor?]",4331,gnd,
"Colet, Hippolyte",3669,gnd,http://d-nb.info/gnd/116636831
"Colet, Louise, geb. Révoil",4791,gnd,http://d-nb.info/gnd/118669729
"Colet, Madame",5373,gnd,
"Coletti, General",5264,gnd,
"Coligny, comtesse de",4654,gnd,
"Coligny, Olympe de",4676,gnd,http://d-nb.info/gnd/1157457398
"Collenbach, Louise de",4325,gnd,
"Collet, Madame und Monsieur",5282,gnd,
"Colletti(s), [Jean] (griechischer Botschafter)",6222,gnd,
"Colo (?), General",5243,gnd,
"Colo, Madame",5239,gnd,
"Colombat de l'Isère, Laure",2340,gnd,
"Colombat de l'Isère, Marc",2706,gnd,http://d-nb.info/gnd/1053409516
"Colz / Cols, Ehepaar",5840,gnd,
"Colz, Madame de",5855,gnd,
"Colz, Monsieur de",5867,gnd,
"Comarmond, Ambroise",6396,gnd,http://d-nb.info/gnd/116645660
"Comaschi, Herr",6405,gnd,http://d-nb.info/gnd/1067654550
"Commadieux, Monsieur",4548,gnd,
"Comminges, comte de",2336,gnd,
"Comminges, comtesse de",6587,gnd,
"Comont, Monsieur",4774,gnd,http://d-nb.info/gnd/1061767485
"Comte, Achille",5680,gnd,http://d-nb.info/gnd/117696900
"Comte, Aglaé (Siehe Laya)",2339,gnd,http://d-nb.info/gnd/1157468330
"Comte, Madame (épouse d'Achille)",5772,gnd,
Condé (Siehe Bourbon-Condé),3458,gnd,
"Condillac, Étienne Bonnot de",3412,gnd,http://d-nb.info/gnd/118521756
"Condorcet, Marie Jean Antoine Nicolas Caritat, marquis de",3780,gnd,http://d-nb.info/gnd/118521772
"Confalonieri, Federico Graf",6258,gnd,http://d-nb.info/gnd/118862359
"Constant, Benjamin",2709,gnd,http://d-nb.info/gnd/118638475
"Contat, Louise(-Françoise)",1918,gnd,http://d-nb.info/gnd/116667966
"Contrain, Monsieur",4751,gnd,
